SPEC,HCPCS,MOD,FACILITY,"UNDISCOUNTED_
ALLOWED_SERVICES","WORK_ADJUSTED_
ALLOWED_SERVICES*","PE_ADJUSTED_
ALLOWED_SERVICES*","MP_ADJUSTED_
ALLOWED_SERVICES*"
38,98981,,Y,7.5,7.5,7.18,7.63
39,98981,,N,3237,3259.27,3270.92,3541.17
39,98981,,Y,12.9,12.99,13.09,10.68
44,98981,,N,44.1,43.3,42.08,40.65
44,98981,,Y,1.2,1.24,1.35,1.3
46,98981,,N,978,975.22,962.1,1056.78
46,98981,,Y,0.9,0.89,0.87,0.7
48,98981,,N,456.6,459.17,470.62,327.81
48,98981,,Y,0.9,0.86,0.77,0.44
50,98981,,N,8232.01,8185.61,8179.52,8176.61
50,98981,,Y,159,157.27,152.56,148.2
65,98981,,N,0.3,0.3,0.34,0.19
66,98981,,N,20.1,20.62,21.92,29.52
66,98981,,Y,1.5,1.49,1.44,1.21
72,98981,,N,1310.4,1292.53,1252.96,1475.62
72,98981,,Y,1.8,1.75,1.64,1.21
76,98981,,N,0.9,0.94,1.07,0.65
77,98981,,N,2.4,2.42,2.51,1.2
78,98981,,N,106.2,105.59,104.69,172.68
81,98981,,N,196.5,202.4,218.22,233.06
81,98981,,Y,9,9.48,10.85,10.94
82,98981,,N,0.9,0.9,0.92,0.29
83,98981,,N,36.6,37.92,41.18,40.46
84,98981,,N,738.3,797.2,1005.59,346.52
84,98981,,Y,1.2,1.22,1.22,0.85
89,98981,,N,44.1,42.52,39.45,34.01
89,98981,,Y,0.6,0.57,0.54,0.26
90,98981,,N,3.9,4.08,4.62,2.82
92,98981,,N,7.8,7.97,7.9,8.93
93,98981,,N,1132.8,1134.14,1148.34,777.33
93,98981,,Y,5.1,5,4.91,4.37
94,98981,,N,3.6,3.58,3.56,3.06
94,98981,,Y,5.4,5.33,5.04,4.89
97,98981,,N,1395.3,1410.55,1479.86,1341.13
97,98981,,Y,30.6,30.61,30.72,21.8
98,98981,,N,18.6,19.64,22.58,22.9
99,98981,,N,15.9,15.75,15.93,12.99
C0,98981,,N,253.2,249.15,235.1,278.57
C3,98981,,N,1450.2,1437.64,1414.97,1512.87
C3,98981,,Y,6.9,6.89,6.99,4.95
C6,98981,,N,241.8,245.9,261.09,429.3
C6,98981,,Y,23.1,22.42,21.23,13.5
C7,98981,,N,206.4,210.1,219.9,276.44
D4,98981,,N,1.5,1.47,1.5,2.72
02,98981,25,N,169.2,170.55,158.88,100.67
05,98981,25,N,76.5,75.27,72.14,76.48
05,98981,25,Y,30,29.4,27.81,22.26
06,98981,25,N,16.8,16.68,16.21,13.93
06,98981,25,Y,1.5,1.49,1.5,0.87
08,98981,25,N,743.4,735.82,710.84,582.03
08,98981,25,Y,2.1,2.27,2.89,0.95
09,98981,25,N,0.3,0.29,0.3,0.54
10,98981,25,N,0.6,0.57,0.51,0.3
11,98981,25,N,276.6,277.94,275.61,202.41
11,98981,25,Y,4.8,4.78,4.73,4.81
12,98981,25,N,0.3,0.32,0.36,0.69
14,98981,25,N,0.3,0.29,0.27,0.24
21,98981,25,N,0.6,0.64,0.71,1.11
25,98981,25,N,0.3,0.31,0.33,0.39
38,98981,25,N,319.8,320.74,328.35,247.05
39,98981,25,N,6.9,6.83,6.64,5.89
46,98981,25,Y,0.6,0.6,0.6,0.29
48,98981,25,N,0.3,0.3,0.3,0.22
50,98981,25,N,1071.6,1034.54,962.75,946.09
50,98981,25,Y,53.1,53.99,58.66,35.27
72,98981,25,N,18.3,17.48,15.65,16.49
72,98981,25,Y,0.9,0.88,0.83,0.67
93,98981,25,N,193.5,194.08,198.72,149.58
97,98981,25,N,2.1,2.17,2.38,2.29
97,98981,25,Y,0.6,0.59,0.57,0.45
C0,98981,25,N,0.3,0.3,0.28,0.23
C7,98981,25,N,79.8,81.72,86.74,104.62
